8.100000000000000533e-01 8.899999999999999578e-02 1.789999999999999925e-01 9.110000000000000320e-01 6.039999999999999813e-01 6.530000000000000249e-01 8.100000000000000533e-01 6.029999999999999805e-01 7.189999999999999725e-01 1.000000000000000000e+00
1.099999999999999936e-02 8.080000000000000515e-01 1.710000000000000131e-01 9.160000000000000364e-01 6.019999999999999796e-01 1.290000000000000036e-01 7.500000000000000000e-01 8.269999999999999574e-01 7.139999999999999680e-01 1.000000000000000000e+00
1.260000000000000009e-01 9.429999999999999494e-01 5.310000000000000275e-01 9.250000000000000444e-01 2.340000000000000135e-01 6.820000000000000506e-01 8.689999999999999947e-01 8.429999999999999716e-01 7.159999999999999698e-01 1.000000000000000000e+00
1.280000000000000027e-01 1.400000000000000029e-02 1.400000000000000029e-02 8.060000000000000497e-01 9.330000000000000515e-01 2.959999999999999853e-01 2.710000000000000187e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.159999999999999476e-01 3.350000000000000200e-01 5.919999999999999707e-01 3.439999999999999725e-01 9.949999999999999956e-01 8.179999999999999494e-01 7.900000000000000078e-02 6.610000000000000320e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.500000000000000333e-02 1.650000000000000078e-01 8.760000000000000009e-01 3.699999999999999956e-01 9.979999999999999982e-01 2.800000000000000058e-02 8.479999999999999760e-01 6.530000000000000249e-01 1.000000000000000000e+00 1.000000000000000000e+00
8.129999999999999449e-01 4.919999999999999929e-01 5.440000000000000391e-01 9.310000000000000497e-01 2.449999999999999956e-01 6.989999999999999547e-01 8.770000000000000018e-01 8.469999999999999751e-01 7.249999999999999778e-01 1.000000000000000000e+00
8.189999999999999503e-01 3.190000000000000058e-01 5.869999999999999662e-01 3.519999999999999796e-01 9.869999999999999885e-01 8.289999999999999591e-01 3.430000000000000271e-01 6.460000000000000187e-01 2.750000000000000222e-01 1.000000000000000000e+00
8.229999999999999538e-01 4.909999999999999920e-01 3.599999999999999867e-01 6.660000000000000364e-01 8.770000000000000018e-01 9.849999999999999867e-01 5.989999999999999769e-01 8.269999999999999574e-01 7.009999999999999565e-01 1.000000000000000000e+00
8.030000000000000471e-01 1.089999999999999997e-01 9.150000000000000355e-01 5.360000000000000320e-01 5.949999999999999734e-01 7.980000000000000426e-01 5.779999999999999583e-01 8.319999999999999618e-01 7.109999999999999654e-01 1.000000000000000000e+00
8.239999999999999547e-01 4.729999999999999760e-01 5.390000000000000346e-01 9.100000000000000311e-01 6.179999999999999938e-01 8.159999999999999476e-01 5.819999999999999618e-01 8.319999999999999618e-01 7.229999999999999760e-01 1.000000000000000000e+00
8.050000000000000488e-01 4.699999999999999734e-01 5.320000000000000284e-01 8.990000000000000213e-01 1.729999999999999871e-01 1.509999999999999953e-01 7.419999999999999929e-01 8.349999999999999645e-01 7.209999999999999742e-01 1.000000000000000000e+00
8.090000000000000524e-01 9.900000000000000466e-02 9.130000000000000338e-01 5.390000000000000346e-01 1.739999999999999880e-01 6.710000000000000409e-01 8.269999999999999574e-01 6.260000000000000009e-01 7.089999999999999636e-01 1.000000000000000000e+00
8.329999999999999627e-01 4.809999999999999831e-01 5.200000000000000178e-01 9.140000000000000346e-01 2.149999999999999967e-01 7.069999999999999618e-01 8.780000000000000027e-01 8.359999999999999654e-01 7.119999999999999662e-01 1.000000000000000000e+00
8.309999999999999609e-01 4.670000000000000262e-01 5.360000000000000320e-01 9.030000000000000249e-01 6.520000000000000240e-01 8.249999999999999556e-01 5.799999999999999600e-01 8.159999999999999476e-01 6.979999999999999538e-01 1.000000000000000000e+00
8.110000000000000542e-01 3.380000000000000226e-01 5.869999999999999662e-01 3.489999999999999769e-01 9.939999999999999947e-01 8.299999999999999600e-01 6.129999999999999893e-01 8.189999999999999503e-01 2.790000000000000258e-01 1.000000000000000000e+00
8.010000000000000453e-01 3.330000000000000182e-01 5.849999999999999645e-01 3.519999999999999796e-01 9.929999999999999938e-01 8.279999999999999583e-01 6.089999999999999858e-01 1.779999999999999916e-01 1.000000000000000000e+00 1.000000000000000000e+00
