1.549667128543349287e-02 4.647421935936522086e-01 2.506920694292959651e-03 6.055431912746611633e-01 6.185144150540832220e-01 8.758074354382479054e-01
2.738813218495105284e-01 2.010460671358016427e-01 5.828241549326728110e-01 7.252456414503007931e-01 1.064798502920228929e-01 1.333257718657475943e-01
6.881279951606446010e-01 8.407136212119567520e-02 9.361871853090065754e-01 1.464578145551760913e-01 2.886531106293274140e-01 3.115148082971299637e-01
8.433975651448715194e-01 6.717114546325599900e-01 5.764502416398389339e-01 8.184312031671640009e-01 4.089517794575436849e-01 8.832859323146801112e-01
2.615366755360519768e-01 2.845738011290642189e-01 6.342837430168916102e-01 1.265984669207555202e-01 4.940715848841414903e-01 2.052112802773484734e-01
1.659841591769485869e-01 5.032082622556879326e-01 8.520964677364836204e-01 4.311993498523685742e-01 5.743747930080384673e-02 6.544304279884621822e-01
4.881332466555573374e-02 3.335412726976569320e-01 6.233837508600174049e-01 6.514350056425144420e-01 7.060707690543760462e-01 8.091739909805963915e-01
2.595759822216627821e-01 9.182524819276656203e-01 1.044123383433150920e+00 5.614124568588112485e-01 3.872895399539277861e-04 8.157353767652929522e-01
3.467193260477104966e-01 5.268815726523577991e-01 1.743724607922709502e-01 7.064794748854247297e-01 8.012203962034328830e-01 6.316228000466207471e-01
5.689514136075412010e-01 5.807909059498033155e-01 4.898297385304593021e-01 8.121450786511602571e-01 4.093364016328346899e-01 9.157134905663723012e-01
9.327520697063660382e-01 1.645381961885567235e-01 1.439617843790641782e-01 6.353222250689535278e-01 6.699390855767842767e-01 2.368816220073573509e-01
9.748295838539549063e-01 1.830905183616332588e-01 8.053254577881535647e-01 4.574070041730469161e-01 3.915613612615931882e-01 2.003720418601708797e-01
2.401123092174001772e-01 1.622129142281219238e-01 2.534626098401999705e-01 4.699232062049517045e-01 4.845839406389490511e-01 7.485915168507533135e-01
3.724399758849537556e-01 7.955923651541216279e-02 4.768477418610111429e-01 2.708142881373955535e-01 9.202462583994959200e-01 7.688636921139435643e-01
3.242594597399631184e-02 7.844127384127337344e-01 2.947473222871328513e-01 8.320565584677721560e-01 4.669738749247397402e-01 8.866112369698839757e-01
3.600493027164983206e-01 1.214908610499438879e-01 7.705809461918404768e-01 7.888234656902164410e-01 6.119665039222035308e-01 8.715664117998709326e-01
5.155597186484732752e-01 8.920672224367907077e-01 5.776139538486509961e-01 8.131048015848704180e-01 8.733170610690856872e-01 5.722221233407995822e-01
