4.468327304687819690e-01 5.929676390918198203e-02 5.037667432125978451e-01 8.259327894902461775e-01 3.493440758763464160e-01 2.363202481843566238e-01
8.979916105678172888e-01 6.080655944568100768e-01 3.694024278031355912e-01 6.087378272482527608e-01 8.314669061686635887e-01 5.782838636163500912e-01
3.309841757873506207e-01 4.029151401109790087e-01 1.403986262066500568e-01 2.547870597857451735e-01 5.190026003554751854e-01 3.346431461205952584e-01
2.385848244013218100e-02 3.378295474831888856e-01 1.980728144669451907e-01 6.446914635526223014e-01 9.062699928824854423e-01 2.617954998487539431e-01
4.324246864071858987e-01 9.840448928575995513e-02 3.024539352234105749e-01 9.852408038003819257e-01 2.705879355085163973e-01 2.947452316422062568e-02
2.533731922563741135e-01 6.551692274404338212e-01 1.672220392100320363e-01 3.307971632886265723e-01 6.645660175964839267e-01 5.355072930359350281e-01
6.816312048736098417e-01 7.937102542692436868e-02 7.380656811765171632e-01 6.580390456010406508e-01 2.091361881945638101e-01 9.138068492537336773e-01
4.238397268245881477e-01 1.165972676948847236e-01 4.421083412735344331e-01 1.893620733797444777e-01 7.065322223370265053e-01 4.592730561761453334e-01
4.724365629280208312e-01 3.422601051095515157e-01 8.451720675668895622e-01 2.707880922906295007e-01 7.792068084774483872e-01 2.590030038079422225e-01
2.708999158104993810e-01 7.798331004710352676e-01 1.723396925862677453e-01 5.431007623614655389e-01 4.504860049660016630e-01 6.167099254458432434e-01
1.511122624726378150e-01 4.487923969666353652e-01 5.808452099058339924e-01 9.704014981041606536e-01 6.196983138766142263e-01 1.730582999342761275e-01
7.599771259740382146e-01 7.552547488568251977e-01 3.930806455106490849e-01 5.333039615636737674e-01 4.351877006940270132e-01 6.209173238683353135e-01
4.090039032475258352e-01 7.289354328553835360e-01 5.844968891675745848e-01 1.357150394381761299e-02 3.712502184324005805e-01 2.003925243130366685e-02
8.994158431036041179e-01 4.782956678119179572e-01 4.267348997055447346e-01 1.006955426657520497e-01 7.145345535006561999e-01 7.321731790021579478e-01
3.873524140484870815e-01 6.482226081448634325e-01 8.920790734198061345e-02 4.184845936054534254e-01 8.826867381694053494e-01 4.762240561205804412e-01
3.824865594050886330e-01 2.147367456892468329e-01 8.233003404786378709e-01 3.152588645188983407e-01 2.687717289767906914e-01 5.769442914306707193e-01
9.456222998251606615e-01 9.308429264512453616e-02 5.425149155530690770e-01 4.230997413043215971e-01 5.513592653814458622e-01 5.527564460331800822e-01
