1.814798173865529718e-01 8.403622570084258170e-01 8.087578269850241863e-01 8.931418177694954164e-01 3.825464512294252661e-01 6.544976144829831588e-01
3.837477290661782670e-01 3.922634029939149336e-01 4.167934015924582569e-01 4.105668585629395073e-01 3.220431163405701458e-01 7.187443100035213472e-01
5.246048619084292541e-01 3.342028045452724583e-01 9.262517812600399789e-03 4.562821417055297202e-01 6.418203086577436434e-01 1.984179905030519220e-01
9.030239297111918306e-01 8.707698937990506760e-01 5.667155735050454224e-01 6.472580543023875865e-01 1.061920406588681143e-01 7.760644130857721201e-01
9.779861980269343169e-01 7.085426466348756502e-01 7.627280577967059383e-01 4.201177069494078098e-01 1.568647973637070925e-01 3.788881806590035928e-02
5.802597379284774037e-01 5.915291105227744595e-01 6.566328483313136344e-01 6.138520107998927944e-02 2.998901606895601479e-01 1.362524622664164631e-01
8.627693816756217826e-01 4.129687823816662884e-01 1.740614453901699332e-01 2.290594485881780051e-01 2.933053253984853059e-01 1.219411369736376760e-01
9.240960966354266892e-01 6.666065055917004267e-01 9.802482634647000648e-01 9.087514153244018456e-01 2.825324424954269720e-01 8.955033695281187089e-01
1.606217392969894187e-01 6.795939997501875274e-01 5.654691434421438290e-01 5.022123760773308243e-01 3.376220557965809999e-01 8.847329160920589519e-01
6.365809996060343146e-01 1.239301230468567855e-01 8.274051103503498039e-01 6.613771680589752844e-01 7.005703688571983667e-01 4.833049589757120179e-01
1.446242264542506872e-01 2.269126185244847715e-01 2.202242367626086605e-02 9.856367275956613438e-01 4.409861834085886112e-02 6.444689164869831233e-01
4.875714991734763082e-01 9.098612623102508845e-01 6.304213925791417594e-01 6.113340814237507026e-02 3.807666076690834900e-01 2.342031477161050090e-01
4.860998722452902765e-01 1.366282925216130428e-01 4.484697288065431220e-01 9.916215234729276462e-01 6.652156637371164916e-01 5.383262730739147850e-01
1.842822108064960385e-01 5.086671339109508638e-01 4.804514259134799736e-02 5.639697863332620020e-01 4.747793793649701666e-01 8.835865682412734623e-01
4.142282387781116848e-02 4.836539861373415072e-01 4.582397136901036894e-01 3.964503421130941008e-01 6.501640682129314897e-01 9.407237048538455992e-01
1.854627029529288540e-01 9.346432375438391560e-01 6.553322189966639399e-01 5.599028033788636671e-01 3.659896853518359583e-01 2.230429399353343611e-01
6.154253980860650147e-02 9.676682729302267250e-01 4.571594996136068012e-01 7.085411182766562788e-02 6.992225331936052779e-01 3.273549903380605919e-01
