1.950166801275263762e-01 2.905894896708012265e+00 1.899262995371427287e+00
-7.077195896921721907e-01 6.424708358926292662e-02 -1.252968981385866654e+00
4.368130417302538704e-01 -1.996934276773369987e-01 -5.723476430900418244e-01
-3.114755340398963623e-01 -1.535628769520417380e-01 1.105555930201542303e+00
9.824642079665796279e-03 2.599360453172741559e-01 -4.058436720729200475e-01
-5.121154304810778823e-01 6.195599888552373313e-01 2.338335990203601611e+00
1.193669534483423389e+00 2.251749879839766155e-01 -7.191998046095717800e-01
-1.399169361026852521e+00 1.743186367857250341e+00 1.677396926282037182e+00
5.884770297279471318e-01 -1.012003060994190129e+00 8.869886684110459552e-01
-9.681763527549053228e-01 -1.390962462447234982e+00 -5.130514801660979174e-01
1.861849690173095651e+00 1.974676757353389434e+00 5.280089142812434133e-01
-1.332243490915138384e+00 -1.121112934637585656e+00 4.079217051259658167e-01
-6.411611772818641697e-01 -7.650958845496795835e-01 -1.285449714837414437e+00
9.413843404443102969e-01 1.259820617294718170e+00 -1.045886499601184738e+00
1.405614540749559715e+00 1.140108756243936039e+00 1.886770177626816980e-01
1.864131365216120106e-01 1.954875120871549243e-02 -4.462266571681574590e-01
9.347871159227489901e-01 1.770672847443540920e+00 8.291057921476580050e-01
